内容▲,书籍 (作者),类型,位置,日期,
thrumming.,A Clash of Kings (George R. R. Martin),标注,11714,2019/1/5 17:27,
"dissented,",A Clash of Kings (George R. R. Martin),标注,11722,2019/1/5 17:29,
bluffs.,A Clash of Kings (George R. R. Martin),标注,11726,2019/1/5 17:38,
slanting,A Clash of Kings (George R. R. Martin),标注,11728,2019/1/5 17:40,
archers,A Clash of Kings (George R. R. Martin),标注,11729,2019/1/5 17:40,
notch,A Clash of Kings (George R. R. Martin),标注,11730,2019/1/5 17:40,
trebuchets,A Clash of Kings (George R. R. Martin),标注,11735,2019/1/5 17:42,
rending,A Clash of Kings (George R. R. Martin),标注,11737,2019/1/5 17:42,
Grappling,A Clash of Kings (George R. R. Martin),标注,11746,2019/1/5 17:46,
"hulls,",A Clash of Kings (George R. R. Martin),标注,11746,2019/1/5 17:46,
"swarmed,",A Clash of Kings (George R. R. Martin),标注,11746,2019/1/5 17:46,
“Ramming,A Clash of Kings (George R. R. Martin),标注,11749,2019/1/5 17:47,
prow.,A Clash of Kings (George R. R. Martin),标注,11751,2019/1/5 17:48,
beseeched,A Clash of Kings (George R. R. Martin),标注,11753,2019/1/5 17:49,
splintered,A Clash of Kings (George R. R. Martin),标注,11758,2019/1/5 17:50,
unquenchable.,A Clash of Kings (George R. R. Martin),标注,11763,2019/1/5 23:18,
fleck,A Clash of Kings (George R. R. Martin),标注,11763,2019/1/5 23:18,
reeled,A Clash of Kings (George R. R. Martin),标注,11765,2019/1/5 23:18,
wreathed,A Clash of Kings (George R. R. Martin),标注,11767,2019/1/5 23:19,
belching,A Clash of Kings (George R. R. Martin),标注,11768,2019/1/5 23:19,
trebuchets,A Clash of Kings (George R. R. Martin),标注,11768,2019/1/5 23:19,
splinters,A Clash of Kings (George R. R. Martin),标注,11770,2019/1/5 23:20,
swirling,A Clash of Kings (George R. R. Martin),标注,11771,2019/1/5 23:20,
swarm,A Clash of Kings (George R. R. Martin),标注,11771,2019/1/5 23:20,
"barges,",A Clash of Kings (George R. R. Martin),标注,11772,2019/1/5 23:20,
"skiffs,",A Clash of Kings (George R. R. Martin),标注,11772,2019/1/5 23:20,
ornate,A Clash of Kings (George R. R. Martin),标注,11778,2019/1/5 23:32,
"barge,",A Clash of Kings (George R. R. Martin),标注,11778,2019/1/5 23:32,
laden,A Clash of Kings (George R. R. Martin),标注,11778,2019/1/5 23:33,
hulls,A Clash of Kings (George R. R. Martin),标注,11783,2019/1/5 23:58,
flinched.,A Clash of Kings (George R. R. Martin),标注,11783,2019/1/5 23:59,
rail.,A Clash of Kings (George R. R. Martin),标注,11791,2019/1/6 0:00,
listing.,A Clash of Kings (George R. R. Martin),标注,11795,2019/1/6 0:01,
laden,A Clash of Kings (George R. R. Martin),标注,11799,2019/1/6 0:02,
rigging.,A Clash of Kings (George R. R. Martin),标注,11803,2019/1/6 0:02,
"hulks,",A Clash of Kings (George R. R. Martin),标注,11806,2019/1/6 0:03,
"grinding,",A Clash of Kings (George R. R. Martin),标注,11810,2019/1/6 0:04,
"splintering,",A Clash of Kings (George R. R. Martin),标注,11810,2019/1/6 0:05,
hulk,A Clash of Kings (George R. R. Martin),标注,11810,2019/1/6 0:05,
asunder.,A Clash of Kings (George R. R. Martin),标注,11810,2019/1/6 0:05,
deck,A Clash of Kings (George R. R. Martin),标注,11813,2019/1/6 0:05,
"debris,",A Clash of Kings (George R. R. Martin),标注,11817,2019/1/6 0:09,
spars,A Clash of Kings (George R. R. Martin),标注,11825,2019/1/6 0:10,
"taut,",A Clash of Kings (George R. R. Martin),标注,11830,2019/1/6 0:12,
hunched,A Clash of Kings (George R. R. Martin),标注,11834,2019/1/6 0:13,
merlon.,A Clash of Kings (George R. R. Martin),标注,11834,2019/1/6 0:13,
"wharves,",A Clash of Kings (George R. R. Martin),标注,11835,2019/1/6 0:13,
galleys,A Clash of Kings (George R. R. Martin),标注,11838,2019/1/6 0:24,
centipedes,A Clash of Kings (George R. R. Martin),标注,11839,2019/1/6 0:24,
casks,A Clash of Kings (George R. R. Martin),标注,11840,2019/1/6 0:24,
pennons,A Clash of Kings (George R. R. Martin),标注,11841,2019/1/6 0:25,
holocaust.,A Clash of Kings (George R. R. Martin),标注,11841,2019/1/6 0:25,
eerily,A Clash of Kings (George R. R. Martin),标注,11842,2019/1/6 0:25,
furnace,A Clash of Kings (George R. R. Martin),标注,11843,2019/1/6 0:25,
hoardings.,A Clash of Kings (George R. R. Martin),标注,11844,2019/1/6 0:25,
hulks,A Clash of Kings (George R. R. Martin),标注,11845,2019/1/6 0:26,
fickle,A Clash of Kings (George R. R. Martin),标注,11845,2019/1/6 0:26,
engulfed,A Clash of Kings (George R. R. Martin),标注,11845,2019/1/6 0:26,
seething,A Clash of Kings (George R. R. Martin),标注,11849,2019/1/6 0:27,
evade,A Clash of Kings (George R. R. Martin),标注,11855,2019/1/6 0:28,
"ramparts,",A Clash of Kings (George R. R. Martin),标注,11859,2019/1/6 0:29,
boost,A Clash of Kings (George R. R. Martin),标注,11859,2019/1/6 0:29,
whipped,A Clash of Kings (George R. R. Martin),标注,11860,2019/1/6 0:29,
oxen,A Clash of Kings (George R. R. Martin),标注,11860,2019/1/6 0:29,
ponderous,A Clash of Kings (George R. R. Martin),标注,11861,2019/1/6 0:29,
winches,A Clash of Kings (George R. R. Martin),标注,11861,2019/1/6 0:30,
"unscathed,",A Clash of Kings (George R. R. Martin),标注,11866,2019/1/6 0:31,
"wrecked,",A Clash of Kings (George R. R. Martin),标注,11866,2019/1/6 0:31,
inferno,A Clash of Kings (George R. R. Martin),标注,11867,2019/1/6 0:31,
dismayed,A Clash of Kings (George R. R. Martin),标注,11869,2019/1/6 0:32,
tallow.,A Clash of Kings (George R. R. Martin),标注,11870,2019/1/6 0:32,
illusions,A Clash of Kings (George R. R. Martin),标注,11871,2019/1/6 0:32,
"sortie,",A Clash of Kings (George R. R. Martin),标注,11873,2019/1/6 0:33,
merlon.,A Clash of Kings (George R. R. Martin),标注,11875,2019/1/6 0:33,
compliments,A Clash of Kings (George R. R. Martin),标注,11876,2019/1/6 0:33,
visor,A Clash of Kings (George R. R. Martin),标注,11878,2019/1/6 0:34,
stray,A Clash of Kings (George R. R. Martin),标注,11879,2019/1/6 0:34,
flinging,A Clash of Kings (George R. R. Martin),标注,11881,2019/1/6 0:35,
trussed,A Clash of Kings (George R. R. Martin),标注,11881,2019/1/6 0:35,
nailed,A Clash of Kings (George R. R. Martin),标注,11881,2019/1/6 0:35,
boulder,A Clash of Kings (George R. R. Martin),标注,11882,2019/1/6 0:36,
cask,A Clash of Kings (George R. R. Martin),标注,11883,2019/1/6 0:36,
wagering,A Clash of Kings (George R. R. Martin),标注,11883,2019/1/6 0:36,
trebuchets,A Clash of Kings (George R. R. Martin),标注,11884,2019/1/6 0:36,
amiably.,A Clash of Kings (George R. R. Martin),标注,11887,2019/1/6 0:37,
veteran,A Clash of Kings (George R. R. Martin),标注,11888,2019/1/6 0:37,
galloped,A Clash of Kings (George R. R. Martin),标注,11892,2019/1/6 0:38,
battering,A Clash of Kings (George R. R. Martin),标注,11895,2019/1/6 0:39,
hinges,A Clash of Kings (George R. R. Martin),标注,11895,2019/1/6 0:39,
scorched,A Clash of Kings (George R. R. Martin),标注,11899,2019/1/6 0:40,
"dented,",A Clash of Kings (George R. R. Martin),标注,11899,2019/1/6 0:40,
disperse,A Clash of Kings (George R. R. Martin),标注,11906,2019/1/6 0:41,
immaculate,A Clash of Kings (George R. R. Martin),标注,11909,2019/1/6 0:42,
awash,A Clash of Kings (George R. R. Martin),标注,11915,2019/1/6 0:43,
sortie.”,A Clash of Kings (George R. R. Martin),标注,11916,2019/1/6 0:43,
notched,A Clash of Kings (George R. R. Martin),标注,11919,2019/1/6 0:44,
crinet,A Clash of Kings (George R. R. Martin),标注,11920,2019/1/6 0:44,
chamfron.,A Clash of Kings (George R. R. Martin),标注,11920,2019/1/6 0:44,
"hindquarters,",A Clash of Kings (George R. R. Martin),标注,11920,2019/1/6 0:44,
emblazoned,A Clash of Kings (George R. R. Martin),标注,11921,2019/1/6 0:44,
contemptuously,A Clash of Kings (George R. R. Martin),标注,11923,2019/1/6 0:45,
shuddered,A Clash of Kings (George R. R. Martin),标注,11925,2019/1/6 0:45,
sally,A Clash of Kings (George R. R. Martin),标注,11929,2019/1/6 0:46,
"sconces,",A Clash of Kings (George R. R. Martin),标注,11931,2019/1/6 0:46,
racking,A Clash of Kings (George R. R. Martin),标注,11933,2019/1/6 0:46,
tidings.,A Clash of Kings (George R. R. Martin),标注,11933,2019/1/6 0:47,
collar,A Clash of Kings (George R. R. Martin),标注,11936,2019/1/6 0:48,
smashing,A Clash of Kings (George R. R. Martin),标注,11938,2019/1/6 0:48,
beckoned,A Clash of Kings (George R. R. Martin),标注,11941,2019/1/6 0:49,
page,A Clash of Kings (George R. R. Martin),标注,11941,2019/1/6 0:49,
juggled.,A Clash of Kings (George R. R. Martin),标注,11943,2019/1/6 0:49,
lurched,A Clash of Kings (George R. R. Martin),标注,11943,2019/1/6 0:49,
stilts,A Clash of Kings (George R. R. Martin),标注,11943,2019/1/6 0:49,
hunched,A Clash of Kings (George R. R. Martin),标注,11948,2019/1/6 0:50,
scornfully,A Clash of Kings (George R. R. Martin),标注,11949,2019/1/6 0:51,
flock,A Clash of Kings (George R. R. Martin),标注,11953,2019/1/6 0:52,
behooves,A Clash of Kings (George R. R. Martin),标注,11956,2019/1/6 0:52,
"prevail,",A Clash of Kings (George R. R. Martin),标注,11957,2019/1/6 0:53,
"prevail, they will return to their husbands and fathers",A Clash of Kings (George R. R. Martin),标注,11958,2019/1/6 0:53,
"mutilation,",A Clash of Kings (George R. R. Martin),标注,11962,2019/1/6 10:18,
"ransom,",A Clash of Kings (George R. R. Martin),标注,11964,2019/1/6 10:18,
tenderly.,A Clash of Kings (George R. R. Martin),标注,11965,2019/1/6 10:19,
reeking,A Clash of Kings (George R. R. Martin),标注,11967,2019/1/6 10:19,
beguile,A Clash of Kings (George R. R. Martin),标注,11969,2019/1/6 10:20,
wenches,A Clash of Kings (George R. R. Martin),标注,11974,2019/1/6 10:22,
hulks,A Clash of Kings (George R. R. Martin),标注,11977,2019/1/6 10:23,
groom,A Clash of Kings (George R. R. Martin),标注,11982,2019/1/6 10:24,
retched,A Clash of Kings (George R. R. Martin),标注,11989,2019/1/6 10:25,
lark,A Clash of Kings (George R. R. Martin),标注,11997,2019/1/6 10:29,
cinnamon,A Clash of Kings (George R. R. Martin),标注,12004,2019/1/6 10:33,
strait,A Clash of Kings (George R. R. Martin),标注,12018,2019/1/6 10:36,
cloyingly,A Clash of Kings (George R. R. Martin),标注,12025,2019/1/6 10:38,
gagged,A Clash of Kings (George R. R. Martin),标注,12026,2019/1/6 10:38,
"almost gagged her, but Sansa emptied the cup, gulping",A Clash of Kings (George R. R. Martin),标注,12026,2019/1/6 10:38,
gagged,A Clash of Kings (George R. R. Martin),标注,12026,2019/1/6 10:38,
gulping,A Clash of Kings (George R. R. Martin),标注,12026,2019/1/6 10:38,
gulping down the thick sweet wine until her head was,A Clash of Kings (George R. R. Martin),标注,12027,2019/1/6 10:38,
fastidious.,A Clash of Kings (George R. R. Martin),标注,12032,2019/1/6 10:41,
"“Wedge,”",A Clash of Kings (George R. R. Martin),标注,12041,2019/1/6 15:31,
enamel,A Clash of Kings (George R. R. Martin),标注,12042,2019/1/6 15:31,
surging,A Clash of Kings (George R. R. Martin),标注,12049,2019/1/7 9:35,
stumbled,A Clash of Kings (George R. R. Martin),标注,12051,2019/1/7 9:36,
tumbling,A Clash of Kings (George R. R. Martin),标注,12052,2019/1/7 9:37,
studded,A Clash of Kings (George R. R. Martin),标注,12056,2019/1/7 9:38,
shaft,A Clash of Kings (George R. R. Martin),标注,12056,2019/1/7 9:39,
dispersed,A Clash of Kings (George R. R. Martin),标注,12068,2019/1/7 9:46,
"raggedly,",A Clash of Kings (George R. R. Martin),标注,12071,2019/1/7 9:47,
splintering,A Clash of Kings (George R. R. Martin),标注,12073,2019/1/7 9:47,
destrier,A Clash of Kings (George R. R. Martin),标注,12089,2019/1/7 9:59,
"sprawling,",A Clash of Kings (George R. R. Martin),标注,12089,2019/1/7 9:59,
puddle,A Clash of Kings (George R. R. Martin),标注,12093,2019/1/7 10:00,
gauntlet,A Clash of Kings (George R. R. Martin),标注,12093,2019/1/7 10:00,
stab,A Clash of Kings (George R. R. Martin),标注,12094,2019/1/7 10:01,
reeled,A Clash of Kings (George R. R. Martin),标注,12095,2019/1/7 10:01,
bridle,A Clash of Kings (George R. R. Martin),标注,12096,2019/1/7 10:01,
nape,A Clash of Kings (George R. R. Martin),标注,12097,2019/1/7 10:02,
trappings,A Clash of Kings (George R. R. Martin),标注,12099,2019/1/7 10:02,
inanely.,A Clash of Kings (George R. R. Martin),标注,12099,2019/1/7 10:02,
spattered,A Clash of Kings (George R. R. Martin),标注,12100,2019/1/7 10:03,
gore,A Clash of Kings (George R. R. Martin),标注,12100,2019/1/7 10:03,
smudged,A Clash of Kings (George R. R. Martin),标注,12100,2019/1/7 10:03,
roil,A Clash of Kings (George R. R. Martin),标注,12102,2019/1/7 10:04,
Squinting,A Clash of Kings (George R. R. Martin),标注,12103,2019/1/7 10:45,
"glare, Tyrion followed them back out into the river.",A Clash of Kings (George R. R. Martin),标注,12104,2019/1/7 10:45,
"glare,",A Clash of Kings (George R. R. Martin),标注,12104,2019/1/7 10:45,
impaled,A Clash of Kings (George R. R. Martin),标注,12105,2019/1/7 10:46,
rigging.,A Clash of Kings (George R. R. Martin),标注,12105,2019/1/7 10:46,
gunwales,A Clash of Kings (George R. R. Martin),标注,12108,2019/1/7 10:47,
cinders,A Clash of Kings (George R. R. Martin),标注,12112,2019/1/7 10:58,
hulks,A Clash of Kings (George R. R. Martin),标注,12114,2019/1/7 13:20,
quays.,A Clash of Kings (George R. R. Martin),标注,12115,2019/1/7 13:20,
rein,A Clash of Kings (George R. R. Martin),标注,12117,2019/1/7 13:21,
smack.,A Clash of Kings (George R. R. Martin),标注,12118,2019/1/7 13:21,
lurched,A Clash of Kings (George R. R. Martin),标注,12120,2019/1/7 13:21,
"rail,",A Clash of Kings (George R. R. Martin),标注,12120,2019/1/7 13:24,
staggering,A Clash of Kings (George R. R. Martin),标注,12120,2019/1/7 13:24,
splashing,A Clash of Kings (George R. R. Martin),标注,12121,2019/1/7 13:21,
crooked,A Clash of Kings (George R. R. Martin),标注,12121,2019/1/7 13:24,
upended,A Clash of Kings (George R. R. Martin),标注,12126,2019/1/7 13:26,
plummet,A Clash of Kings (George R. R. Martin),标注,12128,2019/1/7 17:27,
Belatedly,A Clash of Kings (George R. R. Martin),标注,12139,2019/1/7 17:33,
reeled,A Clash of Kings (George R. R. Martin),标注,12149,2019/1/7 17:35,
flailed,A Clash of Kings (George R. R. Martin),标注,12151,2019/1/7 17:35,
lurched,A Clash of Kings (George R. R. Martin),标注,12158,2019/1/7 17:45,
"cartwheel,",A Clash of Kings (George R. R. Martin),标注,12195,2019/1/7 17:51,
vaulted,A Clash of Kings (George R. R. Martin),标注,12195,2019/1/7 17:51,
juggle,A Clash of Kings (George R. R. Martin),标注,12196,2019/1/7 17:51,
aswirl,A Clash of Kings (George R. R. Martin),标注,12212,2019/1/7 17:58,
rasp.,A Clash of Kings (George R. R. Martin),标注,12221,2019/1/8 8:58,
"callused,",A Clash of Kings (George R. R. Martin),标注,12221,2019/1/8 8:58,
knell.,A Clash of Kings (George R. R. Martin),标注,12259,2019/1/8 9:20,
roseroad,A Clash of Kings (George R. R. Martin),标注,12275,2019/1/8 9:26,
vanguard,A Clash of Kings (George R. R. Martin),标注,12279,2019/1/8 9:26,
confection,A Clash of Kings (George R. R. Martin),标注,12285,2019/1/8 9:31,
docks,A Clash of Kings (George R. R. Martin),标注,12286,2019/1/8 9:31,
braided,A Clash of Kings (George R. R. Martin),标注,12288,2019/1/8 9:32,
esteem,A Clash of Kings (George R. R. Martin),标注,12291,2019/1/8 9:33,
chimed,A Clash of Kings (George R. R. Martin),标注,12291,2019/1/8 9:33,
dearth,A Clash of Kings (George R. R. Martin),标注,12295,2019/1/8 9:35,
"palanquins,",A Clash of Kings (George R. R. Martin),标注,12295,2019/1/8 9:35,
"palanquin,",A Clash of Kings (George R. R. Martin),标注,12297,2019/1/8 9:35,
reclined,A Clash of Kings (George R. R. Martin),标注,12298,2019/1/8 9:35,
hither,A Clash of Kings (George R. R. Martin),标注,12298,2019/1/8 9:36,
yon.,A Clash of Kings (George R. R. Martin),标注,12298,2019/1/8 9:36,
boasting,A Clash of Kings (George R. R. Martin),标注,12303,2019/1/8 11:51,
tortoises,A Clash of Kings (George R. R. Martin),标注,12305,2019/1/8 11:52,
drab,A Clash of Kings (George R. R. Martin),标注,12306,2019/1/8 11:52,
plump,A Clash of Kings (George R. R. Martin),标注,12315,2019/1/8 11:54,
unruly.,A Clash of Kings (George R. R. Martin),标注,12315,2019/1/8 11:54,
gout,A Clash of Kings (George R. R. Martin),标注,12318,2019/1/8 11:55,
vie,A Clash of Kings (George R. R. Martin),标注,12319,2019/1/8 11:55,
"expulsion,",A Clash of Kings (George R. R. Martin),标注,12319,2019/1/8 11:55,
barge.”,A Clash of Kings (George R. R. Martin),标注,12335,2019/1/8 11:59,
colleagues,A Clash of Kings (George R. R. Martin),标注,12336,2019/1/8 11:59,
trifling,A Clash of Kings (George R. R. Martin),标注,12337,2019/1/8 11:59,
Pah.,A Clash of Kings (George R. R. Martin),标注,12344,2019/1/8 12:00,
seneschal,A Clash of Kings (George R. R. Martin),标注,12345,2019/1/8 12:00,
consolation,A Clash of Kings (George R. R. Martin),标注,12346,2019/1/8 12:01,
prow,A Clash of Kings (George R. R. Martin),标注,12359,2019/1/8 12:10,
banquet,A Clash of Kings (George R. R. Martin),标注,12359,2019/1/8 12:10,
pray?”,A Clash of Kings (George R. R. Martin),标注,12360,2019/1/8 12:10,
clangor,A Clash of Kings (George R. R. Martin),标注,12374,2019/1/8 12:13,
jowl,A Clash of Kings (George R. R. Martin),标注,12375,2019/1/8 12:13,
"bazaar,",A Clash of Kings (George R. R. Martin),标注,12377,2019/1/8 12:13,
Wizened,A Clash of Kings (George R. R. Martin),标注,12377,2019/1/8 12:14,
sperm.,A Clash of Kings (George R. R. Martin),标注,12380,2019/1/8 12:14,
urchin,A Clash of Kings (George R. R. Martin),标注,12380,2019/1/8 12:14,
skewer,A Clash of Kings (George R. R. Martin),标注,12380,2019/1/8 12:15,
nibbled,A Clash of Kings (George R. R. Martin),标注,12380,2019/1/8 12:15,
carved,A Clash of Kings (George R. R. Martin),标注,12381,2019/1/8 12:15,
"onyx,",A Clash of Kings (George R. R. Martin),标注,12381,2019/1/8 12:15,
squids,A Clash of Kings (George R. R. Martin),标注,12381,2019/1/8 12:15,
quays,A Clash of Kings (George R. R. Martin),标注,12383,2019/1/8 12:16,
"saffron,",A Clash of Kings (George R. R. Martin),标注,12383,2019/1/8 12:16,
"frankincense,",A Clash of Kings (George R. R. Martin),标注,12383,2019/1/8 12:16,
trundled,A Clash of Kings (George R. R. Martin),标注,12384,2019/1/8 14:18,
gangplank,A Clash of Kings (George R. R. Martin),标注,12384,2019/1/8 14:18,
opined,A Clash of Kings (George R. R. Martin),标注,12399,2019/1/8 14:23,
seaworthy.,A Clash of Kings (George R. R. Martin),标注,12404,2019/1/8 14:24,
platter,A Clash of Kings (George R. R. Martin),标注,12406,2019/1/8 14:25,
sheen.,A Clash of Kings (George R. R. Martin),标注,12407,2019/1/8 14:25,
